route_id,service_id,trip_id,trip_headsign,shape_id
L8,002200,00220060709,Pl. Espanya,L8_des
L8,002200,00220060710,Pl. Espanya,L8_des
L8,002200,00220060711,Moli Nou-Ciutat Cooperativa,L8_asc
L8,002200,00220060712,Pl. Espanya,L8_des
L8,002200,00220060713,Moli Nou-Ciutat Cooperativa,L8_asc
L8,002200,00220060714,Pl. Espanya,L8_des
L8,002200,00220060715,Moli Nou-Ciutat Cooperativa,L8_asc
L8,002200,00220060716,Pl. Espanya,L8_des
L8,002200,00220060717,Moli Nou-Ciutat Cooperativa,L8_asc
L8,002200,00220060718,Pl. Espanya,L8_des
L8,002200,00220060719,Moli Nou-Ciutat Cooperativa,L8_asc
L8,002200,00220060720,Pl. Espanya,L8_des
L8,002200,00220060721,Moli Nou-Ciutat Cooperativa,L8_asc
L8,002200,00220060722,Pl. Espanya,L8_des
L8,002200,00220060723,Moli Nou-Ciutat Cooperativa,L8_asc
L8,002200,00220060724,Pl. Espanya,L8_des
L8,002200,00220060725,Moli Nou-Ciutat Cooperativa,L8_asc
L8,002200,00220060726,Pl. Espanya,L8_des
L8,002200,00220060727,Moli Nou-Ciutat Cooperativa,L8_asc
L8,002200,00220060728,Pl. Espanya,L8_des
L8,002200,00220060729,Moli Nou-Ciutat Cooperativa,L8_asc
L8,002200,00220060730,Pl. Espanya,L8_des
L8,002200,00220060731,Moli Nou-Ciutat Cooperativa,L8_asc
L8,002200,00220060732,Pl. Espanya,L8_des
L8,002200,00220060733,Moli Nou-Ciutat Cooperativa,L8_asc
L8,002200,00220060734,Pl. Espanya,L8_des
L8,002200,00220060735,Moli Nou-Ciutat Cooperativa,L8_asc
L8,002200,00220060736,Pl. Espanya,L8_des
L8,002200,00220060737,Moli Nou-Ciutat Cooperativa,L8_asc
L8,002200,00220060738,Pl. Espanya,L8_des
L8,002200,00220060739,Moli Nou-Ciutat Cooperativa,L8_asc
L8,002200,00220060740,Pl. Espanya,L8_des
L8,002200,00220060741,Moli Nou-Ciutat Cooperativa,L8_asc
L8,002200,00220060742,Pl. Espanya,L8_des
L8,002200,00220060743,Moli Nou-Ciutat Cooperativa,L8_asc
L8,002200,00220060744,Pl. Espanya,L8_des
L8,002200,00220060745,Moli Nou-Ciutat Cooperativa,L8_asc
L8,002200,00220060746,Pl. Espanya,L8_des
L8,002200,00220060747,Moli Nou-Ciutat Cooperativa,L8_asc
L8,002200,00220060748,Pl. Espanya,L8_des
L8,002200,00220060749,Moli Nou-Ciutat Cooperativa,L8_asc
L8,002200,00220060750,Pl. Espanya,L8_des
L8,002200,00220060751,Moli Nou-Ciutat Cooperativa,L8_asc
L8,002200,00220060752,Pl. Espanya,L8_des
L8,002200,00220060753,Moli Nou-Ciutat Cooperativa,L8_asc
L8,002200,00220060754,Pl. Espanya,L8_des
L8,002200,00220060755,Moli Nou-Ciutat Cooperativa,L8_asc
L8,002200,00220060756,Pl. Espanya,L8_des
L8,002200,00220060757,Moli Nou-Ciutat Cooperativa,L8_asc
L8,002200,00220060758,Pl. Espanya,L8_des
L8,002200,00220060759,Moli Nou-Ciutat Cooperativa,L8_asc
L8,002200,00220060760,Pl. Espanya,L8_des
L8,002200,00220060761,Moli Nou-Ciutat Cooperativa,L8_asc
L8,002200,00220060762,Pl. Espanya,L8_des
L8,002200,00220060763,Moli Nou-Ciutat Cooperativa,L8_asc
L8,002200,00220060764,Pl. Espanya,L8_des
L8,002200,00220060765,Moli Nou-Ciutat Cooperativa,L8_asc
L8,002200,00220060766,Pl. Espanya,L8_des
L8,002200,00220060767,Moli Nou-Ciutat Cooperativa,L8_asc
L8,002200,00220060768,Pl. Espanya,L8_des
L8,002200,00220060769,Moli Nou-Ciutat Cooperativa,L8_asc
L8,002200,00220060770,Pl. Espanya,L8_des
L8,002200,00220060771,Moli Nou-Ciutat Cooperativa,L8_asc
L8,002200,00220060772,Pl. Espanya,L8_des
L8,002200,00220060773,Moli Nou-Ciutat Cooperativa,L8_asc
L8,002200,00220060774,Pl. Espanya,L8_des
L8,002200,00220060775,Moli Nou-Ciutat Cooperativa,L8_asc
L8,002200,00220060776,Pl. Espanya,L8_des
L8,002200,00220060777,Moli Nou-Ciutat Cooperativa,L8_asc
L8,002200,00220060778,Pl. Espanya,L8_des
L8,002200,00220060779,Moli Nou-Ciutat Cooperativa,L8_asc
L8,002200,00220060780,Pl. Espanya,L8_des
L8,002200,00220060781,Moli Nou-Ciutat Cooperativa,L8_asc
L8,002200,00220060782,Pl. Espanya,L8_des
L8,002200,00220060783,Moli Nou-Ciutat Cooperativa,L8_asc
L8,002200,00220060784,Pl. Espanya,L8_des
L8,002200,00220060785,Moli Nou-Ciutat Cooperativa,L8_asc
S8,002200,00220060786,Martorell Enllac,S8_asc
S8,002200,00220060787,Pl. Espanya,S8_des
S8,002200,00220060788,Martorell Enllac,S8_asc
S8,002200,00220060789,Pl. Espanya,S8_des
S8,002200,00220060790,Martorell Enllac,S8_asc
S8,002200,00220060791,Pl. Espanya,S8_des
S8,002200,00220060792,Martorell Enllac,S8_asc
S8,002200,00220060793,Pl. Espanya,S8_des
S8,002200,00220060794,Martorell Enllac,S8_asc
S8,002200,00220060795,Pl. Espanya,S8_des
S8,002200,00220060796,Martorell Enllac,S8_asc
S8,002200,00220060797,Pl. Espanya,S8_des
S8,002200,00220060798,Martorell Enllac,S8_asc
S8,002200,00220060799,Pl. Espanya,S8_des
S8,002200,00220060800,Martorell Enllac,S8_asc
S8,002200,00220060801,Martorell Enllac,S8_asc
S8,002200,00220060802,Martorell Enllac,S8_asc
S8,002200,00220060803,Martorell Enllac,S8_asc
S8,002200,00220060804,Pl. Espanya,S8_des
S8,002200,00220060805,Martorell Enllac,S8_asc
S8,002200,00220060806,Pl. Espanya,S8_des
S8,002200,00220060807,Martorell Enllac,S8_asc
S8,002200,00220060808,Pl. Espanya,S8_des
S8,002200,00220060809,Martorell Enllac,S8_asc
S8,002200,00220060810,Pl. Espanya,S8_des
S8,002200,00220060811,Martorell Enllac,S8_asc
S8,002200,00220060812,Pl. Espanya,S8_des
S8,002200,00220060813,Martorell Enllac,S8_asc
S8,002200,00220060814,Pl. Espanya,S8_des
S8,002200,00220060815,Martorell Enllac,S8_asc
S8,002200,00220060816,Pl. Espanya,S8_des
S8,002200,00220060817,Martorell Enllac,S8_asc
S8,002200,00220060818,Pl. Espanya,S8_des
S8,002200,00220060819,Martorell Enllac,S8_asc
S8,002200,00220060820,Pl. Espanya,S8_des
S8,002200,00220060821,Martorell Enllac,S8_asc
S8,002200,00220060822,Pl. Espanya,S8_des
S8,002200,00220060823,Martorell Enllac,S8_asc
S8,002200,00220060824,Pl. Espanya,S8_des
S8,002200,00220060825,Martorell Enllac,S8_asc
S8,002200,00220060826,Pl. Espanya,S8_des
R5,002200,00220060827,Pl. Espanya,R5_des
R5,002200,00220060828,Manresa,R5_asc
R5,002200,00220060829,Pl. Espanya,R5_des
R5,002200,00220060830,Manresa,R5_asc
R5,002200,00220060831,Pl. Espanya,R5_des
R5,002200,00220060832,Manresa,R5_asc
R5,002200,00220060833,Pl. Espanya,R5_des
R5,002200,00220060834,Manresa,R5_asc
R5,002200,00220060835,Pl. Espanya,R5_des
R5,002200,00220060836,Manresa,R5_asc
R5,002200,00220060837,Pl. Espanya,R5_des
R5,002200,00220060838,Manresa,R5_asc
R5,002200,00220060839,Pl. Espanya,R5_des
R5,002200,00220060840,Manresa,R5_asc
R5,002200,00220060841,Pl. Espanya,R5_des
R5,002200,00220060842,Manresa,R5_asc
R5,002200,00220060843,Pl. Espanya,R5_des
R5,002200,00220060844,Manresa,R5_asc
R5,002200,00220060845,Pl. Espanya,R5_des
R5,002200,00220060846,Manresa,R5_asc
R5,002200,00220060847,Pl. Espanya,R5_des
R5,002200,00220060848,Manresa,R5_asc
R5,002200,00220060849,Pl. Espanya,R5_des
R5,002200,00220060850,Manresa,R5_asc
R5,002200,00220060851,Pl. Espanya,R5_des
R5,002200,00220060852,Manresa,R5_asc
R5,002200,00220060853,Manresa,R5_asc
R5,002200,00220060854,Manresa,R5_asc
R5,002200,00220060855,Pl. Espanya,R5_des
R5,002200,00220060856,Manresa,R5_asc
R5,002200,00220060857,Pl. Espanya,R5_des
R5,002200,00220060858,Manresa,R5_asc
R5,002200,00220060859,Pl. Espanya,R5_des
R5,002200,00220060860,Manresa,R5_asc
R5,002200,00220060861,Pl. Espanya,R5_des
R5,002200,00220060862,Manresa,R5_asc
R5,002200,00220060863,Pl. Espanya,R5_des
R5,002200,00220060864,Manresa,R5_asc
R5,002200,00220060865,Pl. Espanya,R5_des
R5,002200,00220060866,Manresa,R5_asc
R5,002200,00220060867,Pl. Espanya,R5_des
R5,002200,00220060868,Manresa,R5_asc
R5,002200,00220060869,Pl. Espanya,R5_des
S4,002200,00220060870,Pl. Espanya,S4_des
S4,002200,00220060871,Olesa de Montserrat,S4_asc
S4,002200,00220060872,Pl. Espanya,S4_des
S4,002200,00220060873,Olesa de Montserrat,S4_asc
S4,002200,00220060874,Pl. Espanya,S4_des
S4,002200,00220060875,Olesa de Montserrat,S4_asc
S4,002200,00220060876,Pl. Espanya,S4_des
S4,002200,00220060877,Olesa de Montserrat,S4_asc
S4,002200,00220060878,Pl. Espanya,S4_des
S4,002200,00220060879,Olesa de Montserrat,S4_asc
S4,002200,00220060880,Pl. Espanya,S4_des
S4,002200,00220060881,Olesa de Montserrat,S4_asc
S4,002200,00220060882,Pl. Espanya,S4_des
S4,002200,00220060883,Olesa de Montserrat,S4_asc
S4,002200,00220060884,Pl. Espanya,S4_des
S4,002200,00220060885,Olesa de Montserrat,S4_asc
S4,002200,00220060886,Pl. Espanya,S4_des
S4,002200,00220060887,Olesa de Montserrat,S4_asc
S4,002200,00220060888,Pl. Espanya,S4_des
S4,002200,00220060889,Olesa de Montserrat,S4_asc
S4,002200,00220060890,Pl. Espanya,S4_des
S4,002200,00220060891,Olesa de Montserrat,S4_asc
S4,002200,00220060892,Pl. Espanya,S4_des
S4,002200,00220060893,Olesa de Montserrat,S4_asc
S4,002200,00220060894,Pl. Espanya,S4_des
S4,002200,00220060895,Olesa de Montserrat,S4_asc
S4,002200,00220060896,Pl. Espanya,S4_des
S4,002200,00220060897,Pl. Espanya,S4_des
S4,002200,00220060898,Olesa de Montserrat,S4_asc
S4,002200,00220060899,Pl. Espanya,S4_des
S4,002200,00220060900,Olesa de Montserrat,S4_asc
S4,002200,00220060901,Pl. Espanya,S4_des
S4,002200,00220060902,Olesa de Montserrat,S4_asc
S4,002200,00220060903,Pl. Espanya,S4_des
S4,002200,00220060904,Olesa de Montserrat,S4_asc
R6,002200,00220060905,Pl. Espanya,R6_des
R6,002200,00220060906,Igualada,R6_asc
R6,002200,00220060907,Igualada,R6_asc
R6,002200,00220060908,Pl. Espanya,R6_des
R6,002200,00220060909,Igualada,R6_asc
R6,002200,00220060910,Pl. Espanya,R6_des
R6,002200,00220060911,Igualada,R6_asc
R6,002200,00220060912,Pl. Espanya,R6_des
R6,002200,00220060913,Igualada,R6_asc
R6,002200,00220060914,Pl. Espanya,R6_des
R6,002200,00220060915,Igualada,R6_asc
R6,002200,00220060916,Pl. Espanya,R6_des
R6,002200,00220060917,Igualada,R6_asc
R6,002200,00220060918,Pl. Espanya,R6_des
R6,002200,00220060919,Igualada,R6_asc
R6,002200,00220060920,Pl. Espanya,R6_des
R6,002200,00220060921,Igualada,R6_asc
R6,002200,00220060922,Pl. Espanya,R6_des
R6,002200,00220060923,Igualada,R6_asc
R6,002200,00220060924,Pl. Espanya,R6_des
R6,002200,00220060925,Igualada,R6_asc
R6,002200,00220060926,Pl. Espanya,R6_des
R6,002200,00220060927,Igualada,R6_asc
R6,002200,00220060928,Pl. Espanya,R6_des
R6,002200,00220060929,Igualada,R6_asc
R6,002200,00220060930,Pl. Espanya,R6_des
R6,002200,00220060931,Igualada,R6_asc
R6,002200,00220060932,Pl. Espanya,R6_des
R6,002200,00220060933,Igualada,R6_asc
R6,002200,00220060934,Pl. Espanya,R6_des
R6,002200,00220060935,Igualada,R6_asc
R6,002200,00220060936,Pl. Espanya,R6_des
R6,002200,00220060937,Igualada,R6_asc
R6,002200,00220060938,Pl. Espanya,R6_des
R6,002200,00220060939,Igualada,R6_asc
R6,002200,00220060940,Pl. Espanya,R6_des
R6,002200,00220060941,Igualada,R6_asc
R6,002200,00220060942,Pl. Espanya,R6_des
R6,002200,00220060943,Igualada,R6_asc
R6,002200,00220060944,Pl. Espanya,R6_des
R6,002200,00220060945,Igualada,R6_asc
R6,002200,00220060946,Pl. Espanya,R6_des
R6,002200,00220060947,Pl. Espanya,R6_des
R5,002200,00220060948,Pl. Espanya,R5_des
R5,002200,00220060949,Manresa,R5_asc
R6,002200,00220060950,Pl. Espanya,R6_des
R6,002200,00220060951,Igualada,R6_asc
R6,002200,00220060952,Igualada,R6_asc
R6,002200,00220060953,Igualada,R6_asc
S3,002200,00220060954,Pl. Espanya,S3_des
S3,002200,00220060955,Pl. Espanya,S3_des
S3,002200,00220060956,Can Ros,S3_asc
S3,002200,00220060957,Pl. Espanya,S3_des
S3,002200,00220060958,Can Ros,S3_asc
S3,002200,00220060959,Pl. Espanya,S3_des
S3,002200,00220060960,Can Ros,S3_asc
S3,002200,00220060961,Pl. Espanya,S3_des
S3,002200,00220060962,Can Ros,S3_asc
S3,002200,00220060963,Pl. Espanya,S3_des
S3,002200,00220060964,Can Ros,S3_asc
S3,002200,00220060965,Pl. Espanya,S3_des
S3,002200,00220060966,Can Ros,S3_asc
S3,002200,00220060967,Pl. Espanya,S3_des
S3,002200,00220060968,Can Ros,S3_asc
S3,002200,00220060969,Pl. Espanya,S3_des
S3,002200,00220060970,Can Ros,S3_asc
S3,002200,00220060971,Pl. Espanya,S3_des
S3,002200,00220060972,Can Ros,S3_asc
S3,002200,00220060973,Pl. Espanya,S3_des
S3,002200,00220060974,Can Ros,S3_asc
S3,002200,00220060975,Pl. Espanya,S3_des
S3,002200,00220060976,Can Ros,S3_asc
S3,002200,00220060977,Pl. Espanya,S3_des
S3,002200,00220060978,Can Ros,S3_asc
S3,002200,00220060979,Pl. Espanya,S3_des
S3,002200,00220060980,Can Ros,S3_asc
S3,002200,00220060981,Pl. Espanya,S3_des
S3,002200,00220060982,Can Ros,S3_asc
S3,002200,00220060983,Pl. Espanya,S3_des
S3,002200,00220060984,Can Ros,S3_asc
S3,002200,00220060985,Pl. Espanya,S3_des
S3,002200,00220060986,Can Ros,S3_asc
S3,002200,00220060987,Pl. Espanya,S3_des
S3,002200,00220060988,Can Ros,S3_asc
S3,002200,00220060989,Can Ros,S3_asc
L8,002300,00230060990,Pl. Espanya,L8_des
L8,002300,00230060991,Pl. Espanya,L8_des
L8,002300,00230060992,Moli Nou-Ciutat Cooperativa,L8_asc
L8,002300,00230060993,Pl. Espanya,L8_des
L8,002300,00230060994,Moli Nou-Ciutat Cooperativa,L8_asc
L8,002300,00230060995,Pl. Espanya,L8_des
L8,002300,00230060996,Moli Nou-Ciutat Cooperativa,L8_asc
L8,002300,00230060997,Pl. Espanya,L8_des
L8,002300,00230060998,Moli Nou-Ciutat Cooperativa,L8_asc
L8,002300,00230060999,Pl. Espanya,L8_des
L8,002300,00230061000,Moli Nou-Ciutat Cooperativa,L8_asc
L8,002300,00230061001,Pl. Espanya,L8_des
L8,002300,00230061002,Moli Nou-Ciutat Cooperativa,L8_asc
L8,002300,00230061003,Pl. Espanya,L8_des
L8,002300,00230061004,Moli Nou-Ciutat Cooperativa,L8_asc
L8,002300,00230061005,Pl. Espanya,L8_des
L8,002300,00230061006,Moli Nou-Ciutat Cooperativa,L8_asc
L8,002300,00230061007,Pl. Espanya,L8_des
L8,002300,00230061008,Moli Nou-Ciutat Cooperativa,L8_asc
L8,002300,00230061009,Pl. Espanya,L8_des
L8,002300,00230061010,Moli Nou-Ciutat Cooperativa,L8_asc
L8,002300,00230061011,Pl. Espanya,L8_des
L8,002300,00230061012,Moli Nou-Ciutat Cooperativa,L8_asc
L8,002300,00230061013,Pl. Espanya,L8_des
L8,002300,00230061014,Moli Nou-Ciutat Cooperativa,L8_asc
L8,002300,00230061015,Pl. Espanya,L8_des
L8,002300,00230061016,Moli Nou-Ciutat Cooperativa,L8_asc
L8,002300,00230061017,Pl. Espanya,L8_des
L8,002300,00230061018,Moli Nou-Ciutat Cooperativa,L8_asc
L8,002300,00230061019,Pl. Espanya,L8_des
L8,002300,00230061020,Moli Nou-Ciutat Cooperativa,L8_asc
L8,002300,00230061021,Pl. Espanya,L8_des
L8,002300,00230061022,Moli Nou-Ciutat Cooperativa,L8_asc
L8,002300,00230061023,Pl. Espanya,L8_des
L8,002300,00230061024,Moli Nou-Ciutat Cooperativa,L8_asc
L8,002300,00230061025,Pl. Espanya,L8_des
L8,002300,00230061026,Moli Nou-Ciutat Cooperativa,L8_asc
L8,002300,00230061027,Pl. Espanya,L8_des
L8,002300,00230061028,Moli Nou-Ciutat Cooperativa,L8_asc
L8,002300,00230061029,Pl. Espanya,L8_des
L8,002300,00230061030,Moli Nou-Ciutat Cooperativa,L8_asc
L8,002300,00230061031,Pl. Espanya,L8_des
L8,002300,00230061032,Moli Nou-Ciutat Cooperativa,L8_asc
L8,002300,00230061033,Pl. Espanya,L8_des
L8,002300,00230061034,Moli Nou-Ciutat Cooperativa,L8_asc
L8,002300,00230061035,Pl. Espanya,L8_des
L8,002300,00230061036,Moli Nou-Ciutat Cooperativa,L8_asc
L8,002300,00230061037,Pl. Espanya,L8_des
L8,002300,00230061038,Moli Nou-Ciutat Cooperativa,L8_asc
L8,002300,00230061039,Pl. Espanya,L8_des
L8,002300,00230061040,Moli Nou-Ciutat Cooperativa,L8_asc
L8,002300,00230061041,Pl. Espanya,L8_des
L8,002300,00230061042,Moli Nou-Ciutat Cooperativa,L8_asc
L8,002300,00230061043,Pl. Espanya,L8_des
L8,002300,00230061044,Moli Nou-Ciutat Cooperativa,L8_asc
L8,002300,00230061045,Pl. Espanya,L8_des
L8,002300,00230061046,Moli Nou-Ciutat Cooperativa,L8_asc
L8,002300,00230061047,Pl. Espanya,L8_des
L8,002300,00230061048,Moli Nou-Ciutat Cooperativa,L8_asc
L8,002300,00230061049,Pl. Espanya,L8_des
L8,002300,00230061050,Moli Nou-Ciutat Cooperativa,L8_asc
L8,002300,00230061051,Pl. Espanya,L8_des
L8,002300,00230061052,Moli Nou-Ciutat Cooperativa,L8_asc
L8,002300,00230061053,Pl. Espanya,L8_des
L8,002300,00230061054,Pl. Espanya,L8_des
L8,002300,00230061055,Moli Nou-Ciutat Cooperativa,L8_asc
L8,002300,00230061056,Pl. Espanya,L8_des
L8,002300,00230061057,Moli Nou-Ciutat Cooperativa,L8_asc
L8,002300,00230061058,Pl. Espanya,L8_des
L8,002300,00230061059,Moli Nou-Ciutat Cooperativa,L8_asc
L8,002300,00230061060,Pl. Espanya,L8_des
L8,002300,00230061061,Moli Nou-Ciutat Cooperativa,L8_asc
L8,002300,00230061062,Pl. Espanya,L8_des
L8,002300,00230061063,Moli Nou-Ciutat Cooperativa,L8_asc
L8,002300,00230061064,Pl. Espanya,L8_des
L8,002300,00230061065,Moli Nou-Ciutat Cooperativa,L8_asc
L8,002300,00230061066,Pl. Espanya,L8_des
L8,002300,00230061067,Moli Nou-Ciutat Cooperativa,L8_asc
L8,002300,00230061068,Pl. Espanya,L8_des
L8,002300,00230061069,Moli Nou-Ciutat Cooperativa,L8_asc
L8,002300,00230061070,Pl. Espanya,L8_des
L8,002300,00230061071,Moli Nou-Ciutat Cooperativa,L8_asc
L8,002300,00230061072,Pl. Espanya,L8_des
L8,002300,00230061073,Moli Nou-Ciutat Cooperativa,L8_asc
L8,002300,00230061074,Pl. Espanya,L8_des
L8,002300,00230061075,Moli Nou-Ciutat Cooperativa,L8_asc
L8,002300,00230061076,Pl. Espanya,L8_des
L8,002300,00230061077,Moli Nou-Ciutat Cooperativa,L8_asc
L8,002300,00230061078,Pl. Espanya,L8_des
L8,002300,00230061079,Moli Nou-Ciutat Cooperativa,L8_asc
S8,002300,00230061080,Martorell Enllac,S8_asc
S8,002300,00230061081,Pl. Espanya,S8_des
S8,002300,00230061082,Martorell Enllac,S8_asc
S8,002300,00230061083,Pl. Espanya,S8_des
S8,002300,00230061084,Martorell Enllac,S8_asc
S8,002300,00230061085,Pl. Espanya,S8_des
S8,002300,00230061086,Martorell Enllac,S8_asc
S8,002300,00230061087,Pl. Espanya,S8_des
S8,002300,00230061088,Martorell Enllac,S8_asc
S8,002300,00230061089,Pl. Espanya,S8_des
S8,002300,00230061090,Martorell Enllac,S8_asc
S8,002300,00230061091,Pl. Espanya,S8_des
S8,002300,00230061092,Martorell Enllac,S8_asc
S8,002300,00230061093,Pl. Espanya,S8_des
S8,002300,00230061094,Martorell Enllac,S8_asc
S8,002300,00230061095,Martorell Enllac,S8_asc
S8,002300,00230061096,Martorell Enllac,S8_asc
S8,002300,00230061097,Martorell Enllac,S8_asc
S8,002300,00230061098,Pl. Espanya,S8_des
S8,002300,00230061099,Martorell Enllac,S8_asc
S8,002300,00230061100,Pl. Espanya,S8_des
S8,002300,00230061101,Martorell Enllac,S8_asc
S8,002300,00230061102,Pl. Espanya,S8_des
S8,002300,00230061103,Martorell Enllac,S8_asc
S8,002300,00230061104,Pl. Espanya,S8_des
S8,002300,00230061105,Martorell Enllac,S8_asc
S8,002300,00230061106,Pl. Espanya,S8_des
S8,002300,00230061107,Martorell Enllac,S8_asc
S8,002300,00230061108,Pl. Espanya,S8_des
S8,002300,00230061109,Martorell Enllac,S8_asc
S8,002300,00230061110,Pl. Espanya,S8_des
S8,002300,00230061111,Martorell Enllac,S8_asc
S8,002300,00230061112,Pl. Espanya,S8_des
S8,002300,00230061113,Martorell Enllac,S8_asc
S8,002300,00230061114,Pl. Espanya,S8_des
S8,002300,00230061115,Martorell Enllac,S8_asc
S8,002300,00230061116,Pl. Espanya,S8_des
S8,002300,00230061117,Martorell Enllac,S8_asc
S8,002300,00230061118,Pl. Espanya,S8_des
S8,002300,00230061119,Martorell Enllac,S8_asc
S8,002300,00230061120,Pl. Espanya,S8_des
R5,002300,00230061121,Pl. Espanya,R5_des
R5,002300,00230061122,Manresa,R5_asc
R5,002300,00230061123,Pl. Espanya,R5_des
R5,002300,00230061124,Manresa,R5_asc
R5,002300,00230061125,Pl. Espanya,R5_des
R5,002300,00230061126,Manresa,R5_asc
R5,002300,00230061127,Pl. Espanya,R5_des
R5,002300,00230061128,Manresa,R5_asc
R5,002300,00230061129,Pl. Espanya,R5_des
R5,002300,00230061130,Manresa,R5_asc
R5,002300,00230061131,Pl. Espanya,R5_des
R5,002300,00230061132,Manresa,R5_asc
R5,002300,00230061133,Pl. Espanya,R5_des
R5,002300,00230061134,Manresa,R5_asc
R5,002300,00230061135,Pl. Espanya,R5_des
R5,002300,00230061136,Manresa,R5_asc
R5,002300,00230061137,Pl. Espanya,R5_des
R5,002300,00230061138,Manresa,R5_asc
R5,002300,00230061139,Pl. Espanya,R5_des
R5,002300,00230061140,Manresa,R5_asc
R5,002300,00230061141,Pl. Espanya,R5_des
R5,002300,00230061142,Manresa,R5_asc
R5,002300,00230061143,Pl. Espanya,R5_des
R5,002300,00230061144,Manresa,R5_asc
R5,002300,00230061145,Pl. Espanya,R5_des
R5,002300,00230061146,Manresa,R5_asc
R5,002300,00230061147,Manresa,R5_asc
R5,002300,00230061148,Manresa,R5_asc
R5,002300,00230061149,Pl. Espanya,R5_des
R5,002300,00230061150,Manresa,R5_asc
R5,002300,00230061151,Pl. Espanya,R5_des
R5,002300,00230061152,Manresa,R5_asc
R5,002300,00230061153,Pl. Espanya,R5_des
R5,002300,00230061154,Manresa,R5_asc
R5,002300,00230061155,Pl. Espanya,R5_des
R5,002300,00230061156,Manresa,R5_asc
R5,002300,00230061157,Pl. Espanya,R5_des
R5,002300,00230061158,Manresa,R5_asc
R5,002300,00230061159,Pl. Espanya,R5_des
R5,002300,00230061160,Manresa,R5_asc
R5,002300,00230061161,Pl. Espanya,R5_des
R5,002300,00230061162,Manresa,R5_asc
R5,002300,00230061163,Pl. Espanya,R5_des
S4,002300,00230061164,Pl. Espanya,S4_des
S4,002300,00230061165,Olesa de Montserrat,S4_asc
S4,002300,00230061166,Pl. Espanya,S4_des
S4,002300,00230061167,Olesa de Montserrat,S4_asc
S4,002300,00230061168,Pl. Espanya,S4_des
S4,002300,00230061169,Olesa de Montserrat,S4_asc
S4,002300,00230061170,Pl. Espanya,S4_des
S4,002300,00230061171,Olesa de Montserrat,S4_asc
S4,002300,00230061172,Pl. Espanya,S4_des
S4,002300,00230061173,Olesa de Montserrat,S4_asc
S4,002300,00230061174,Pl. Espanya,S4_des
S4,002300,00230061175,Olesa de Montserrat,S4_asc
S4,002300,00230061176,Pl. Espanya,S4_des
S4,002300,00230061177,Olesa de Montserrat,S4_asc
S4,002300,00230061178,Pl. Espanya,S4_des
S4,002300,00230061179,Olesa de Montserrat,S4_asc
S4,002300,00230061180,Pl. Espanya,S4_des
S4,002300,00230061181,Olesa de Montserrat,S4_asc
S4,002300,00230061182,Pl. Espanya,S4_des
S4,002300,00230061183,Olesa de Montserrat,S4_asc
S4,002300,00230061184,Pl. Espanya,S4_des
S4,002300,00230061185,Olesa de Montserrat,S4_asc
S4,002300,00230061186,Pl. Espanya,S4_des
S4,002300,00230061187,Olesa de Montserrat,S4_asc
S4,002300,00230061188,Pl. Espanya,S4_des
S4,002300,00230061189,Olesa de Montserrat,S4_asc
S4,002300,00230061190,Pl. Espanya,S4_des
S4,002300,00230061191,Pl. Espanya,S4_des
S4,002300,00230061192,Olesa de Montserrat,S4_asc
S4,002300,00230061193,Pl. Espanya,S4_des
S4,002300,00230061194,Olesa de Montserrat,S4_asc
S4,002300,00230061195,Pl. Espanya,S4_des
S4,002300,00230061196,Olesa de Montserrat,S4_asc
S4,002300,00230061197,Pl. Espanya,S4_des
S4,002300,00230061198,Olesa de Montserrat,S4_asc
R6,002300,00230061199,Pl. Espanya,R6_des
R6,002300,00230061200,Igualada,R6_asc
R6,002300,00230061201,Igualada,R6_asc
R6,002300,00230061202,Pl. Espanya,R6_des
R6,002300,00230061203,Igualada,R6_asc
R6,002300,00230061204,Pl. Espanya,R6_des
R6,002300,00230061205,Igualada,R6_asc
R6,002300,00230061206,Pl. Espanya,R6_des
R6,002300,00230061207,Igualada,R6_asc
R6,002300,00230061208,Pl. Espanya,R6_des
R6,002300,00230061209,Igualada,R6_asc
R6,002300,00230061210,Pl. Espanya,R6_des
R6,002300,00230061211,Igualada,R6_asc
R6,002300,00230061212,Pl. Espanya,R6_des
R6,002300,00230061213,Igualada,R6_asc
R6,002300,00230061214,Pl. Espanya,R6_des
R6,002300,00230061215,Igualada,R6_asc
R6,002300,00230061216,Pl. Espanya,R6_des
R6,002300,00230061217,Igualada,R6_asc
R6,002300,00230061218,Pl. Espanya,R6_des
R6,002300,00230061219,Igualada,R6_asc
R6,002300,00230061220,Pl. Espanya,R6_des
R6,002300,00230061221,Igualada,R6_asc
R6,002300,00230061222,Pl. Espanya,R6_des
R6,002300,00230061223,Igualada,R6_asc
R6,002300,00230061224,Pl. Espanya,R6_des
R6,002300,00230061225,Igualada,R6_asc
R6,002300,00230061226,Pl. Espanya,R6_des
R6,002300,00230061227,Igualada,R6_asc
R6,002300,00230061228,Pl. Espanya,R6_des
R6,002300,00230061229,Igualada,R6_asc
R6,002300,00230061230,Pl. Espanya,R6_des
R6,002300,00230061231,Igualada,R6_asc
R6,002300,00230061232,Pl. Espanya,R6_des
R6,002300,00230061233,Igualada,R6_asc
R6,002300,00230061234,Pl. Espanya,R6_des
R6,002300,00230061235,Igualada,R6_asc
R6,002300,00230061236,Pl. Espanya,R6_des
R6,002300,00230061237,Igualada,R6_asc
